varsta,sursa_de_apa,alimente_procesate,peste_sau_fructe_de_mare,recipiente_de_plastic,haine_sintetice,tipul_zonei,mediul_de_lucru,ore_petrecute_in_interior,tipul_de_sare,fumatul,cosmetice,mg_total
57,Filtred_water,3 times a week,1,5 times a week,22,Urban,Outdoors,20,Regular salt,Yes,3 times a week,58.594500000000004
30,Bottled_water,5 times a week,7,5 times a week,64,Rural,Outdoors,18,Sea salt,No,Never,81.8575
59,Tap_water,3 times a week,14,Once a week,46,Rural,Factory/Industrial,2,Sea salt,No,Every day,41.9405
30,Filtred_water,Never,2,Every day,18,Rural,Home,16,Sea salt,Yes,3 times a week,55.889500000000005
43,Bottled_water,3 times a week,0,5 times a week,11,Rural,Outdoors,1,Regular salt,No,Once a week,54.723
29,Tap_water,Once a week,13,Every day,9,Rural,Office,10,Sea salt,Occasionally,Never,47.5945
78,Bottled_water,Never,14,Once a week,94,Urban,Home,20,Sea salt,Yes,5 times a week,69.1075
38,Tap_water,3 times a week,9,Once a week,38,Rural,Outdoors,0,Sea salt,Yes,Once a week,29.172500000000003
24,Tap_water,Every day,13,Once a week,10,Rural,Outdoors,21,Regular salt,Yes,Every day,76.76899999999999
78,Bottled_water,Every day,7,Once a week,0,Rural,Outdoors,22,Regular salt,No,Once a week,87.30349999999999
30,Bottled_water,Once a week,13,5 times a week,58,Industrial,Home,22,Sea salt,Occasionally,Never,73.566
42,Filtred_water,5 times a week,5,Every day,87,Urban,Factory/Industrial,11,Regular salt,Yes,Once a week,81.711
20,Tap_water,5 times a week,6,Never,66,Urban,Factory/Industrial,3,Sea salt,Occasionally,3 times a week,43.242000000000004
26,Filtred_water,Every day,10,Once a week,27,Urban,Office,3,Sea salt,Yes,5 times a week,66.218
30,Tap_water,3 times a week,8,Once a week,92,Rural,Home,7,Sea salt,Yes,Once a week,38.695
44,Tap_water,3 times a week,2,Never,21,Rural,Factory/Industrial,6,Regular salt,Occasionally,Once a week,29.0335
79,Filtred_water,5 times a week,7,5 times a week,5,Rural,Home,23,Regular salt,Yes,Once a week,64.415
61,Bottled_water,5 times a week,4,Every day,63,Industrial,Office,13,Sea salt,Occasionally,Once a week,93.0845
21,Tap_water,5 times a week,3,Once a week,57,Urban,Home,6,Regular salt,No,5 times a week,42.392500000000005
69,Filtred_water,Every day,12,Once a week,97,Industrial,Home,18,Regular salt,Occasionally,5 times a week,84.58
57,Bottled_water,Never,10,5 times a week,19,Industrial,Office,16,Regular salt,Occasionally,Once a week,61.78
41,Tap_water,Never,8,Every day,72,Industrial,Office,20,Regular salt,No,Never,56.887
30,Bottled_water,5 times a week,11,Every day,91,Rural,Office,9,Sea salt,Yes,3 times a week,98.15700000000001
59,Tap_water,5 times a week,11,Every day,76,Industrial,Factory/Industrial,15,Regular salt,Occasionally,3 times a week,82.34649999999999
25,Filtred_water,3 times a week,2,Every day,64,Rural,Factory/Industrial,8,Sea salt,Yes,3 times a week,70.5715
69,Bottled_water,3 times a week,0,5 times a week,13,Urban,Outdoors,4,Regular salt,Yes,5 times a week,65.7265
36,Tap_water,3 times a week,2,Once a week,27,Rural,Home,16,Sea salt,No,Never,32.481500000000004
62,Filtred_water,3 times a week,8,Once a week,76,Urban,Outdoors,4,Sea salt,Yes,Never,40.362500000000004
52,Bottled_water,Never,5,Never,77,Urban,Home,8,Sea salt,No,3 times a week,46.849500000000006
59,Tap_water,Once a week,9,Every day,76,Industrial,Outdoors,5,Sea salt,No,3 times a week,54.29550000000001
52,Bottled_water,Every day,8,5 times a week,18,Urban,Home,13,Regular salt,No,3 times a week,95.02599999999998
39,Filtred_water,Every day,14,Never,20,Rural,Factory/Industrial,9,Sea salt,Occasionally,Never,65.041
23,Bottled_water,Every day,2,5 times a week,32,Rural,Outdoors,19,Regular salt,Yes,Once a week,99.83200000000001
21,Tap_water,Never,7,Never,79,Industrial,Factory/Industrial,12,Regular salt,Yes,Every day,41.519999999999996
42,Tap_water,Once a week,8,Once a week,86,Rural,Outdoors,10,Sea salt,No,Never,30.017500000000002
27,Bottled_water,Once a week,0,5 times a week,36,Rural,Outdoors,22,Sea salt,No,5 times a week,71.14349999999999
35,Tap_water,Once a week,13,Never,52,Urban,Home,6,Sea salt,Yes,Every day,33.7805
55,Bottled_water,Every day,11,Never,4,Urban,Home,10,Regular salt,Yes,Every day,87.27449999999999
56,Tap_water,Once a week,3,3 times a week,80,Urban,Factory/Industrial,1,Sea salt,No,5 times a week,36.714
66,Filtred_water,Once a week,7,5 times a week,99,Industrial,Factory/Industrial,3,Regular salt,Occasionally,5 times a week,54.22050000000001
78,Filtred_water,Once a week,6,5 times a week,20,Industrial,Outdoors,9,Sea salt,Occasionally,Once a week,41.2445
73,Bottled_water,Every day,8,Once a week,11,Rural,Office,20,Sea salt,Occasionally,3 times a week,90.1515
36,Filtred_water,3 times a week,8,5 times a week,83,Urban,Office,23,Sea salt,Occasionally,Once a week,64.747
77,Filtred_water,Once a week,11,Every day,59,Industrial,Office,12,Sea salt,No,5 times a week,65.587
22,Bottled_water,Never,3,5 times a week,38,Urban,Factory/Industrial,2,Sea salt,Occasionally,5 times a week,59.167500000000004
73,Filtred_water,Once a week,5,3 times a week,72,Urban,Office,18,Sea salt,Yes,5 times a week,53.01550000000001
43,Bottled_water,3 times a week,13,5 times a week,64,Rural,Outdoors,16,Regular salt,Yes,5 times a week,84.3765
23,Bottled_water,Every day,13,5 times a week,28,Urban,Home,22,Regular salt,Occasionally,3 times a week,105.8795
19,Tap_water,5 times a week,3,3 times a week,44,Urban,Office,13,Sea salt,Occasionally,3 times a week,50.582
23,Tap_water,5 times a week,5,3 times a week,76,Rural,Home,21,Regular salt,No,Once a week,56.217999999999996
75,Filtred_water,Every day,11,5 times a week,92,Industrial,Office,13,Sea salt,No,Never,83.3055
79,Tap_water,3 times a week,5,5 times a week,59,Urban,Factory/Industrial,19,Sea salt,Occasionally,Once a week,57.638
24,Bottled_water,3 times a week,13,3 times a week,69,Urban,Home,2,Sea salt,No,Once a week,60.554500000000004
75,Filtred_water,5 times a week,6,Never,43,Industrial,Outdoors,1,Regular salt,No,5 times a week,42.94950000000001
65,Filtred_water,5 times a week,2,5 times a week,99,Industrial,Outdoors,21,Sea salt,No,Never,69.4195
24,Tap_water,Every day,13,3 times a week,84,Industrial,Factory/Industrial,13,Sea salt,Yes,Every day,89.2025
30,Bottled_water,5 times a week,12,3 times a week,62,Urban,Office,20,Regular salt,No,Once a week,80.8925
76,Bottled_water,Once a week,14,5 times a week,76,Rural,Factory/Industrial,23,Sea salt,Yes,3 times a week,85.60499999999999
77,Bottled_water,5 times a week,1,Never,34,Industrial,Office,18,Sea salt,Yes,Once a week,68.634
43,Bottled_water,Every day,0,3 times a week,54,Industrial,Outdoors,20,Regular salt,Occasionally,3 times a week,99.27199999999999
78,Filtred_water,Once a week,5,Never,24,Urban,Office,6,Sea salt,Occasionally,5 times a week,29.200499999999998
50,Tap_water,5 times a week,0,5 times a week,98,Urban,Home,8,Sea salt,Yes,Never,54.1895
66,Filtred_water,Never,3,5 times a week,63,Rural,Office,18,Regular salt,No,Never,43.1555
41,Tap_water,Never,3,5 times a week,82,Industrial,Office,1,Sea salt,No,Never,28.5555
26,Tap_water,Never,14,5 times a week,47,Rural,Home,3,Sea salt,Occasionally,5 times a week,35.779999999999994
23,Tap_water,Every day,5,Every day,83,Industrial,Office,6,Sea salt,No,Once a week,83.86800000000001
29,Filtred_water,5 times a week,12,3 times a week,73,Industrial,Outdoors,23,Regular salt,Yes,5 times a week,75.83649999999999
41,Filtred_water,Never,8,Every day,35,Rural,Factory/Industrial,2,Sea salt,Yes,3 times a week,54.22050000000001
59,Tap_water,Never,10,3 times a week,0,Urban,Factory/Industrial,13,Regular salt,Occasionally,3 times a week,35.087
59,Bottled_water,3 times a week,2,Once a week,89,Rural,Outdoors,6,Regular salt,No,Every day,64.4835
18,Tap_water,Never,7,3 times a week,35,Urban,Home,7,Sea salt,No,3 times a week,26.843
35,Bottled_water,Once a week,14,Never,5,Industrial,Home,21,Sea salt,Occasionally,Once a week,55.89950000000001
76,Bottled_water,3 times a week,3,3 times a week,82,Urban,Office,19,Sea salt,Yes,Never,73.33399999999999
19,Filtred_water,Once a week,7,5 times a week,8,Rural,Outdoors,4,Sea salt,Yes,3 times a week,39.206500000000005
35,Tap_water,Every day,8,3 times a week,42,Rural,Office,9,Regular salt,Occasionally,Never,62.98799999999999
50,Filtred_water,5 times a week,7,5 times a week,3,Rural,Office,9,Regular salt,Occasionally,3 times a week,54.51199999999999
45,Bottled_water,Never,9,5 times a week,15,Rural,Office,7,Regular salt,Occasionally,Never,51.21099999999999
39,Filtred_water,3 times a week,0,5 times a week,16,Industrial,Office,5,Regular salt,No,Every day,48.5095
72,Filtred_water,Once a week,13,Once a week,93,Rural,Home,17,Regular salt,No,Every day,50.760000000000005
53,Filtred_water,3 times a week,10,3 times a week,90,Industrial,Home,4,Regular salt,No,Every day,53.51400000000001
27,Bottled_water,Never,7,Every day,76,Urban,Factory/Industrial,23,Sea salt,Occasionally,Every day,96.168
35,Filtred_water,3 times a week,2,3 times a week,51,Rural,Outdoors,11,Sea salt,Occasionally,Once a week,44.983
24,Filtred_water,Once a week,6,Every day,19,Industrial,Factory/Industrial,11,Sea salt,No,Once a week,58.593500000000006
53,Tap_water,5 times a week,10,3 times a week,76,Urban,Outdoors,11,Sea salt,Yes,Never,53.73600000000001
42,Filtred_water,5 times a week,4,3 times a week,10,Urban,Office,5,Sea salt,No,Never,41.639
34,Filtred_water,3 times a week,3,3 times a week,2,Industrial,Outdoors,2,Sea salt,No,3 times a week,36.396
56,Bottled_water,Every day,1,5 times a week,49,Rural,Outdoors,7,Regular salt,No,Every day,96.606
61,Tap_water,Every day,7,3 times a week,25,Rural,Factory/Industrial,16,Regular salt,No,Never,69.8715
71,Bottled_water,3 times a week,9,Never,31,Rural,Office,22,Sea salt,Yes,3 times a week,67.87349999999999
33,Filtred_water,Every day,11,Once a week,97,Industrial,Factory/Industrial,23,Regular salt,No,Never,85.82349999999998
19,Filtred_water,Once a week,10,Never,88,Rural,Factory/Industrial,13,Regular salt,Occasionally,5 times a week,47.191
69,Tap_water,5 times a week,12,Never,50,Rural,Factory/Industrial,11,Sea salt,No,Never,44.471000000000004
71,Tap_water,Every day,14,3 times a week,3,Urban,Home,1,Regular salt,No,Never,54.108000000000004
18,Tap_water,3 times a week,3,5 times a week,1,Rural,Home,11,Sea salt,Yes,3 times a week,43.373000000000005
54,Filtred_water,3 times a week,6,Once a week,48,Urban,Home,10,Sea salt,Occasionally,Once a week,39.6495
63,Tap_water,Every day,1,Once a week,54,Urban,Factory/Industrial,11,Sea salt,No,3 times a week,66.011
43,Tap_water,Never,7,Every day,90,Rural,Factory/Industrial,15,Regular salt,Yes,Never,60.585
26,Bottled_water,Every day,5,Never,17,Industrial,Office,13,Sea salt,No,Once a week,79.76950000000001
53,Filtred_water,Never,6,Every day,5,Urban,Home,22,Regular salt,No,Every day,63.23650000000001
56,Tap_water,Never,12,Once a week,74,Industrial,Office,10,Sea salt,Yes,Never,30.418
66,Filtred_water,5 times a week,11,Once a week,86,Urban,Home,0,Regular salt,Occasionally,Never,43.776500000000006
40,Bottled_water,5 times a week,13,Once a week,15,Rural,Outdoors,4,Regular salt,Occasionally,Never,58.89750000000001
53,Filtred_water,Once a week,6,3 times a week,20,Rural,Factory/Industrial,17,Sea salt,Occasionally,Every day,52.037000000000006
31,Bottled_water,Every day,7,Never,1,Urban,Outdoors,17,Regular salt,No,5 times a week,86.55099999999997
35,Tap_water,5 times a week,8,Every day,50,Industrial,Home,20,Regular salt,Occasionally,Once a week,74.77700000000002
31,Bottled_water,Every day,7,3 times a week,45,Urban,Outdoors,8,Regular salt,No,Every day,94.52449999999999
33,Tap_water,Every day,3,Never,21,Industrial,Factory/Industrial,3,Sea salt,Occasionally,Every day,61.7205
50,Tap_water,5 times a week,4,Every day,78,Industrial,Outdoors,3,Sea salt,Yes,Never,64.88650000000001
75,Tap_water,Every day,3,Once a week,14,Industrial,Factory/Industrial,17,Sea salt,Occasionally,Once a week,66.83550000000001
28,Bottled_water,3 times a week,14,5 times a week,69,Industrial,Outdoors,12,Regular salt,No,5 times a week,80.917
70,Bottled_water,Once a week,7,Never,11,Urban,Home,16,Regular salt,Yes,3 times a week,53.39350000000001
48,Tap_water,5 times a week,11,Never,4,Industrial,Factory/Industrial,3,Sea salt,Occasionally,3 times a week,39.67250000000001
67,Bottled_water,Every day,7,Every day,1,Rural,Outdoors,11,Regular salt,Yes,Every day,112.78399999999999
69,Bottled_water,Never,3,3 times a week,40,Rural,Outdoors,12,Regular salt,No,3 times a week,53.63849999999999
70,Bottled_water,3 times a week,0,Never,39,Rural,Outdoors,3,Sea salt,Yes,5 times a week,54.092000000000006
78,Filtred_water,3 times a week,8,Never,47,Industrial,Home,3,Sea salt,Occasionally,Never,32.1185
74,Bottled_water,3 times a week,6,Once a week,49,Industrial,Outdoors,11,Regular salt,Yes,3 times a week,65.1825
39,Filtred_water,3 times a week,5,Never,36,Industrial,Factory/Industrial,21,Sea salt,No,5 times a week,53.9345
44,Tap_water,5 times a week,8,5 times a week,92,Rural,Office,5,Sea salt,Yes,3 times a week,57.703
24,Bottled_water,Never,1,Once a week,27,Urban,Outdoors,13,Sea salt,Yes,3 times a week,50.641000000000005
22,Filtred_water,Every day,1,3 times a week,29,Urban,Outdoors,20,Sea salt,Occasionally,3 times a week,77.78949999999999
70,Filtred_water,Every day,8,Once a week,2,Urban,Office,18,Sea salt,No,5 times a week,71.46749999999999
34,Tap_water,Never,10,3 times a week,94,Industrial,Home,20,Sea salt,Occasionally,Every day,51.181
64,Filtred_water,Once a week,4,Once a week,15,Rural,Factory/Industrial,9,Sea salt,No,Never,29.626
35,Bottled_water,Never,10,Every day,29,Rural,Office,3,Sea salt,Yes,5 times a week,71.04199999999999
41,Filtred_water,Every day,10,5 times a week,54,Industrial,Home,5,Sea salt,No,5 times a week,78.73249999999997
76,Tap_water,Once a week,0,Every day,4,Urban,Factory/Industrial,11,Regular salt,Occasionally,Once a week,49.674
54,Filtred_water,Never,9,Once a week,10,Rural,Home,16,Regular salt,No,Never,27.5295
61,Tap_water,Once a week,13,Every day,77,Urban,Office,1,Regular salt,Yes,3 times a week,53.909000000000006
22,Filtred_water,3 times a week,7,Never,63,Urban,Outdoors,19,Sea salt,Occasionally,3 times a week,49.463
64,Tap_water,Once a week,5,5 times a week,16,Industrial,Outdoors,20,Sea salt,No,3 times a week,45.09700000000001
47,Filtred_water,Every day,0,3 times a week,78,Urban,Outdoors,3,Sea salt,No,Never,64.65199999999999
44,Bottled_water,3 times a week,9,3 times a week,57,Industrial,Home,7,Regular salt,Yes,5 times a week,70.6415
68,Tap_water,3 times a week,12,Once a week,28,Industrial,Factory/Industrial,1,Sea salt,Occasionally,Once a week,33.823499999999996
28,Bottled_water,Never,0,Every day,39,Rural,Outdoors,20,Sea salt,Occasionally,3 times a week,77.88149999999999
58,Tap_water,Once a week,12,3 times a week,37,Rural,Home,4,Sea salt,Yes,Once a week,30.0515
47,Filtred_water,Once a week,6,5 times a week,81,Rural,Office,12,Regular salt,Yes,5 times a week,54.3205
62,Filtred_water,3 times a week,7,3 times a week,77,Rural,Office,8,Sea salt,Occasionally,Never,45.229499999999994
21,Filtred_water,Once a week,4,Every day,55,Industrial,Office,15,Sea salt,No,Once a week,59.9305
70,Filtred_water,Every day,6,5 times a week,99,Rural,Factory/Industrial,0,Sea salt,Yes,3 times a week,82.01549999999999
65,Tap_water,Never,10,5 times a week,12,Industrial,Office,19,Sea salt,Occasionally,Never,38.715500000000006
20,Filtred_water,Never,9,Once a week,6,Industrial,Factory/Industrial,3,Regular salt,Yes,Once a week,28.0695
23,Tap_water,5 times a week,4,Every day,91,Industrial,Home,9,Sea salt,Yes,Once a week,70.99050000000001
38,Bottled_water,Never,10,5 times a week,41,Industrial,Outdoors,13,Sea salt,Yes,Once a week,64.33550000000001
67,Bottled_water,3 times a week,12,3 times a week,10,Industrial,Outdoors,9,Sea salt,Occasionally,Once a week,62.6685
34,Filtred_water,3 times a week,12,5 times a week,97,Urban,Office,10,Sea salt,Yes,3 times a week,62.0155
23,Tap_water,Never,10,Every day,43,Urban,Factory/Industrial,15,Regular salt,No,5 times a week,60.69300000000001
30,Bottled_water,Every day,10,Every day,55,Urban,Factory/Industrial,14,Sea salt,No,5 times a week,120.98649999999996
37,Filtred_water,3 times a week,2,Never,75,Rural,Home,2,Regular salt,Yes,Every day,40.98650000000001
74,Filtred_water,3 times a week,6,Once a week,8,Rural,Office,16,Regular salt,Occasionally,Once a week,39.8575
69,Filtred_water,5 times a week,0,Every day,75,Urban,Factory/Industrial,18,Regular salt,No,3 times a week,83.58449999999999
48,Bottled_water,Once a week,12,Every day,89,Urban,Factory/Industrial,23,Sea salt,Occasionally,5 times a week,100.48399999999998
53,Bottled_water,Once a week,0,3 times a week,99,Rural,Office,3,Regular salt,Yes,Never,53.87
23,Filtred_water,Once a week,7,3 times a week,98,Urban,Home,8,Sea salt,Occasionally,Once a week,41.6005
21,Filtred_water,Once a week,10,5 times a week,26,Urban,Outdoors,21,Regular salt,Occasionally,Every day,58.94
49,Tap_water,Every day,9,Never,78,Urban,Factory/Industrial,12,Regular salt,No,Once a week,67.0775
32,Bottled_water,Never,4,5 times a week,55,Urban,Factory/Industrial,7,Sea salt,Occasionally,5 times a week,65.132
61,Bottled_water,3 times a week,2,Once a week,79,Urban,Factory/Industrial,2,Sea salt,Yes,Every day,67.90850000000002
59,Filtred_water,Once a week,5,Never,36,Urban,Outdoors,23,Sea salt,Yes,Once a week,41.042
69,Bottled_water,Once a week,11,Every day,95,Industrial,Outdoors,2,Regular salt,No,3 times a week,78.088
66,Filtred_water,Never,9,5 times a week,4,Industrial,Office,7,Sea salt,No,Every day,41.16250000000001
57,Tap_water,5 times a week,7,5 times a week,85,Urban,Office,6,Sea salt,Yes,Every day,62.953500000000005
20,Bottled_water,Never,7,3 times a week,58,Urban,Office,22,Regular salt,Yes,5 times a week,69.9015
37,Bottled_water,Once a week,3,5 times a week,1,Industrial,Office,11,Regular salt,No,Every day,63.560500000000005
26,Bottled_water,3 times a week,1,Never,58,Industrial,Home,5,Regular salt,Yes,5 times a week,58.50050000000002
45,Bottled_water,Once a week,6,5 times a week,47,Urban,Home,0,Regular salt,Yes,5 times a week,60.005500000000005
28,Bottled_water,3 times a week,1,3 times a week,76,Rural,Office,15,Regular salt,Yes,3 times a week,72.064
77,Bottled_water,3 times a week,1,Once a week,11,Urban,Factory/Industrial,21,Sea salt,Yes,Every day,75.036
64,Bottled_water,Never,14,Never,28,Rural,Factory/Industrial,1,Sea salt,No,Never,40.446000000000005
52,Filtred_water,3 times a week,8,Never,16,Industrial,Factory/Industrial,9,Regular salt,No,Once a week,38.744499999999995
76,Bottled_water,3 times a week,8,5 times a week,89,Industrial,Office,7,Regular salt,Occasionally,3 times a week,74.84949999999999
74,Bottled_water,5 times a week,12,Once a week,57,Rural,Office,0,Regular salt,No,Every day,66.7465
58,Tap_water,Once a week,12,Never,28,Urban,Home,6,Sea salt,Yes,Every day,30.9205
58,Tap_water,Every day,8,5 times a week,77,Rural,Outdoors,23,Regular salt,No,Never,82.194
46,Filtred_water,Never,11,Every day,43,Industrial,Factory/Industrial,2,Regular salt,Yes,Every day,62.76700000000001
53,Filtred_water,5 times a week,3,Once a week,17,Urban,Home,10,Regular salt,Yes,Never,43.17850000000001
66,Tap_water,5 times a week,10,5 times a week,84,Urban,Factory/Industrial,19,Regular salt,Occasionally,Every day,76.81400000000001
63,Filtred_water,5 times a week,4,Never,15,Rural,Factory/Industrial,23,Regular salt,Occasionally,5 times a week,59.64
48,Tap_water,Never,6,5 times a week,83,Urban,Factory/Industrial,10,Sea salt,Yes,Never,43.2565
32,Bottled_water,Every day,6,Never,73,Urban,Home,19,Sea salt,No,Every day,96.621
57,Bottled_water,Once a week,7,Never,95,Rural,Office,17,Regular salt,No,Once a week,57.260999999999996
30,Bottled_water,Once a week,12,5 times a week,90,Urban,Home,6,Regular salt,Occasionally,Every day,71.9315
79,Tap_water,Every day,13,5 times a week,12,Rural,Office,12,Regular salt,Yes,Once a week,72.2605
70,Filtred_water,Every day,14,Never,70,Urban,Office,18,Regular salt,No,3 times a week,75.61549999999998
19,Filtred_water,Once a week,5,5 times a week,87,Rural,Office,19,Regular salt,Yes,3 times a week,57.449999999999996
69,Tap_water,5 times a week,11,Once a week,42,Urban,Factory/Industrial,3,Sea salt,Yes,Every day,51.98300000000002
61,Bottled_water,3 times a week,12,Once a week,20,Rural,Home,9,Sea salt,Yes,Never,56.348000000000006
32,Bottled_water,5 times a week,1,Every day,66,Industrial,Outdoors,12,Regular salt,Occasionally,Never,91.008
48,Filtred_water,Never,8,Every day,57,Industrial,Outdoors,6,Sea salt,No,Once a week,51.786
22,Filtred_water,3 times a week,6,5 times a week,7,Urban,Office,21,Sea salt,No,Never,52.239
47,Bottled_water,5 times a week,6,Never,42,Rural,Office,13,Sea salt,Yes,3 times a week,68.307
54,Bottled_water,3 times a week,10,Every day,7,Rural,Office,11,Regular salt,No,Every day,85.37
53,Bottled_water,3 times a week,1,Once a week,29,Rural,Outdoors,6,Sea salt,Occasionally,Never,50.250499999999995
54,Filtred_water,Once a week,2,5 times a week,35,Industrial,Outdoors,7,Sea salt,No,Once a week,38.720499999999994
74,Bottled_water,Every day,12,Every day,80,Urban,Home,23,Sea salt,Yes,Once a week,124.03099999999999
68,Bottled_water,3 times a week,5,Never,36,Urban,Home,7,Regular salt,Yes,Every day,60.63900000000001
59,Filtred_water,5 times a week,8,3 times a week,65,Urban,Factory/Industrial,1,Sea salt,Yes,Once a week,54.662
48,Filtred_water,Once a week,9,Never,78,Industrial,Home,11,Sea salt,Occasionally,Never,34.5585
30,Tap_water,5 times a week,6,Once a week,6,Industrial,Outdoors,3,Regular salt,Occasionally,5 times a week,39.12950000000001
38,Bottled_water,Every day,1,3 times a week,55,Rural,Factory/Industrial,16,Regular salt,No,Every day,102.94349999999999
30,Filtred_water,Never,11,Every day,7,Industrial,Factory/Industrial,16,Sea salt,No,5 times a week,64.35000000000001
26,Tap_water,5 times a week,3,3 times a week,1,Urban,Home,6,Regular salt,Occasionally,Never,36.6235
78,Bottled_water,Every day,7,3 times a week,56,Rural,Outdoors,19,Regular salt,Occasionally,Every day,104.61099999999999
76,Filtred_water,3 times a week,8,Every day,66,Urban,Home,5,Sea salt,Occasionally,Once a week,61.817
51,Tap_water,5 times a week,11,Every day,59,Rural,Home,17,Sea salt,Occasionally,3 times a week,75.371
71,Bottled_water,5 times a week,3,3 times a week,18,Industrial,Office,10,Regular salt,Occasionally,Never,66.28099999999999
22,Bottled_water,Never,2,5 times a week,24,Rural,Outdoors,20,Sea salt,Yes,5 times a week,68.3705
46,Tap_water,Every day,0,3 times a week,94,Urban,Outdoors,0,Regular salt,No,Every day,67.5405
43,Bottled_water,Every day,3,Once a week,33,Industrial,Outdoors,16,Regular salt,Yes,3 times a week,91.73899999999999
72,Bottled_water,3 times a week,0,Every day,1,Urban,Outdoors,8,Sea salt,No,3 times a week,75.1405
32,Tap_water,Never,14,Once a week,37,Urban,Outdoors,12,Sea salt,Occasionally,5 times a week,32.9175
22,Tap_water,Every day,4,5 times a week,1,Rural,Factory/Industrial,14,Sea salt,Occasionally,Never,71.05749999999999
74,Tap_water,Once a week,5,Never,10,Urban,Outdoors,7,Regular salt,No,3 times a week,20.438000000000002
25,Tap_water,3 times a week,4,3 times a week,28,Industrial,Factory/Industrial,22,Regular salt,No,3 times a week,53.597
52,Bottled_water,Every day,7,Once a week,60,Industrial,Factory/Industrial,3,Sea salt,Occasionally,Never,84.49649999999997
75,Bottled_water,Every day,7,5 times a week,60,Rural,Outdoors,18,Regular salt,Occasionally,5 times a week,106.96449999999997
43,Bottled_water,Once a week,10,Never,18,Rural,Office,13,Regular salt,Yes,3 times a week,52.695
39,Tap_water,Every day,10,Every day,83,Urban,Outdoors,16,Sea salt,No,5 times a week,98.01649999999998
41,Tap_water,Every day,8,5 times a week,13,Urban,Outdoors,14,Sea salt,Occasionally,5 times a week,76.57049999999998
49,Tap_water,Every day,13,3 times a week,14,Industrial,Outdoors,10,Regular salt,Yes,3 times a week,70.604
57,Filtred_water,Every day,9,Never,61,Industrial,Factory/Industrial,11,Regular salt,Occasionally,Never,70.6485
78,Filtred_water,Every day,11,5 times a week,93,Rural,Office,8,Sea salt,No,3 times a week,81.6785
69,Bottled_water,5 times a week,6,Never,49,Rural,Home,18,Regular salt,Yes,3 times a week,72.4905
48,Filtred_water,3 times a week,5,Every day,97,Industrial,Office,9,Regular salt,Yes,Every day,77.7395
75,Tap_water,Once a week,9,Never,97,Urban,Outdoors,5,Regular salt,Occasionally,Every day,35.495999999999995
41,Bottled_water,5 times a week,3,Every day,71,Industrial,Outdoors,11,Regular salt,No,Never,90.3945
75,Filtred_water,Every day,10,5 times a week,25,Urban,Home,3,Sea salt,No,Never,66.88499999999998
43,Bottled_water,Never,12,3 times a week,65,Rural,Home,8,Sea salt,Yes,3 times a week,58.2855
62,Bottled_water,Never,5,Once a week,17,Urban,Home,1,Regular salt,Yes,Once a week,38.25600000000001
27,Tap_water,Once a week,0,Once a week,24,Rural,Factory/Industrial,2,Regular salt,Yes,5 times a week,27.688499999999998
66,Bottled_water,3 times a week,12,3 times a week,12,Urban,Factory/Industrial,7,Sea salt,No,3 times a week,65.701
76,Bottled_water,Once a week,8,Every day,65,Urban,Outdoors,22,Sea salt,No,Every day,93.15149999999998
37,Tap_water,Never,10,Every day,90,Industrial,Outdoors,10,Sea salt,No,5 times a week,58.80400000000001
31,Tap_water,Once a week,3,Every day,76,Rural,Home,3,Regular salt,Yes,Every day,55.741000000000014
72,Filtred_water,Every day,0,Once a week,30,Urban,Outdoors,9,Sea salt,No,3 times a week,62.803
78,Tap_water,3 times a week,7,Once a week,9,Urban,Factory/Industrial,15,Regular salt,No,5 times a week,43.58500000000001
39,Bottled_water,Every day,7,Once a week,28,Rural,Outdoors,10,Regular salt,No,Once a week,81.0175
71,Bottled_water,Every day,13,5 times a week,10,Industrial,Factory/Industrial,21,Sea salt,Occasionally,3 times a week,109.4215
77,Bottled_water,Every day,6,5 times a week,96,Rural,Home,17,Regular salt,Yes,Never,104.068
31,Bottled_water,5 times a week,5,3 times a week,28,Rural,Outdoors,16,Sea salt,Yes,Every day,82.3085
20,Filtred_water,Never,8,Once a week,42,Urban,Outdoors,17,Regular salt,Yes,3 times a week,39.603
41,Tap_water,3 times a week,14,5 times a week,97,Urban,Home,19,Sea salt,Occasionally,Every day,67.244
69,Bottled_water,Never,2,Every day,5,Rural,Factory/Industrial,21,Sea salt,Occasionally,5 times a week,82.351
77,Filtred_water,Every day,10,5 times a week,73,Rural,Factory/Industrial,10,Sea salt,Occasionally,Never,82.8635
41,Tap_water,5 times a week,8,3 times a week,89,Industrial,Factory/Industrial,11,Regular salt,No,5 times a week,62.74150000000001
62,Filtred_water,Every day,4,3 times a week,67,Rural,Outdoors,13,Sea salt,Occasionally,5 times a week,79.37999999999998
45,Filtred_water,5 times a week,9,Never,67,Urban,Office,5,Regular salt,Yes,Never,44.495000000000005
27,Tap_water,Once a week,5,Every day,18,Rural,Home,8,Regular salt,No,5 times a week,48.853500000000004
